state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,3
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,2
California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,3
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1
Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,3
California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,3
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small,2
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2
Arizona,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Luxury,Small,3
California,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer3,Call Center,SUV,Medsize,2
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,3
California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize,3
Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Small,3
Nevada,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,2
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Large,3
California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2
California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,2
Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small,3
Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2
Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,3
Washington,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,3
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,3
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Luxury,Medsize,3
Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Call Center,Two-Door Car,Small,3
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Branch,Four-Door Car,Small,1
California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,3
California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Luxury,Medsize,2
Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Two-Door Car,Small,3
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Luxury,Medsize,3
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,1
California,No,Extended,Bachelor,Employed,F,Rural,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,3
Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small,3
Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,2
Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize,3
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Luxury,Medsize,1
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Luxury,Medsize,3
Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,1
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Large,3
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,2
Arizona,Yes,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Large,3
Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize,3
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Large,3
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize,3
Oregon,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,3
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer4,Agent,Luxury,Medsize,3
Arizona,No,Extended,Master,Employed,M,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,3
Washington,No,Basic,Bachelor,Unemployed,F,Urban,Married,Corporate Auto,Offer1,Agent,Luxury,Medsize,3
California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,2
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Web,Luxury,Small,2
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,3
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,3
Washington,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Large,3
Nevada,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2
Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,3
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,SUV,Medsize,2
Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,2
Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Luxury,Medsize,2
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,3
California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1
California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,3
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,3
Washington,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Small,3
Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,3
Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,3
Oregon,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,2
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,3
Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,3
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,2
Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,2
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Luxury,Small,3
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize,3
California,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2
Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Luxury,Medsize,3
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,1
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,3
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,3
California,No,Premium,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,3
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,3
Washington,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,2
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,3
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Small,3
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,2
Oregon,No,Premium,Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Luxury,Medsize,3
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,3
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Branch,SUV,Small,3
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,3
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,3
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Small,2
California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury,Medsize,3
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Luxury,Medsize,2
California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,3
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Large,1
Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,3
Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,3
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,2
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,1
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize,2
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,3
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Small,3
California,No,Extended,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2
Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,2
Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,3
California,No,Extended,High School or Below,Employed,F,Rural,Single,Personal Auto,Offer4,Agent,Four-Door Car,Large,1
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,1
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2
California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,3
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,1
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Luxury,Medsize,2
California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2
California,No,Basic,Master,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,SUV,Large,3
Oregon,No,Basic,Master,Unemployed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1
Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Luxury,Small,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,3
California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Small,1
Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,3
California,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,2
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,3
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer4,Call Center,SUV,Medsize,3
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,2
Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Luxury,Medsize,1
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Luxury,Large,3
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,1
Oregon,No,Extended,Master,Unemployed,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,2
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Large,1
Oregon,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,3
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,3
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1
Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,SUV,Medsize,3
Oregon,No,Premium,High School or Below,Employed,F,Urban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,3
Oregon,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,3
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Offer2,Branch,Four-Door Car,Medsize,3
Washington,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,3
Arizona,No,Basic,College,Unemployed,M,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,3
Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury,Medsize,3
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small,3
Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,3
Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,2
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,1
California,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1
California,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,3
Arizona,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,3
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,3
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Large,2
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,1
California,No,Extended,Master,Unemployed,M,Rural,Divorced,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,3
Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,2
Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Corporate Auto,Offer1,Call Center,Two-Door Car,Medsize,1
Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Small,2
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,2
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,3
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Large,2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,3
Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,3
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Luxury,Small,3
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,3
California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Luxury,Medsize,1
Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,3
Nevada,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,3
Washington,No,Basic,College,Employed,M,Suburban,Married,Special Auto,Offer1,Branch,Four-Door Car,Small,1
California,No,Extended,College,Unemployed,M,Urban,Married,Personal Auto,Offer1,Branch,SUV,Small,3
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,2
Washington,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,3
Arizona,No,Basic,Doctor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Small,1
Arizona,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Small,2
Nevada,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,1
